"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KCNK2",-3.2729434709957,2.31762232561105,-11.833762511886,1.12465072611809e-28,2.56468999099839e-27,54.2283068539762
"ADCY9",-2.06683695809503,9.68516465494478,-11.8321635965795,1.14153879987787e-28,2.60039086874986e-27,54.2135429469453
"LRAT",-2.93024898292949,1.93942552607248,-11.8317899323158,1.1455217541238e-28,2.60664896240424e-27,54.2100928043995
"IGHV3OR16-8",-3.50843069484133,2.65254590655376,-11.8237204770621,1.23499045805912e-28,2.80720783645465e-27,54.1356003198994
"PPP1R12B",-2.81106213675817,10.5323880408606,-11.8082407310932,1.42653299541856e-28,3.23910516742294e-27,53.9927805257636
"PAG1",-2.39059422933077,9.67989804978869,-11.806126801604,1.45488783713806e-28,3.29993591791292e-27,53.9732851002683
"TESC",3.38667785953611,9.89173222371284,11.8056538548754,1.46130799919783e-28,3.31093780183449e-27,53.9689236833316
"ANKRD35",-2.41935464861598,4.76798706004308,-11.8032268499725,1.49470028448813e-28,3.38296221040693e-27,53.9465438970324
"CLCA4-AS1",-2.25284700120228,1.6669126132384,-11.8015485146432,1.51823485501947e-28,3.43254512666459e-27,53.9310692270321
"MYL9",-2.92876249128106,12.1378623221646,-11.7926396989327,1.64947150528192e-28,3.7252625195307e-27,53.8489485288955
"TMEM130",-3.24224539259531,3.77839875918989,-11.791653584409,1.66467467528885e-28,3.75557728348052e-27,53.8398607631741
"SLC9A3",-4.58664633772044,8.81329744863572,-11.790297282452,1.68581311799202e-28,3.79920319561151e-27,53.8273621512867
"TMEM108",-2.48910825639991,3.9119263026346,-11.780116030245,1.85325434148604e-28,4.1720968067563e-27,53.733565691066
"RPL10L",-3.11276518827304,2.84710675191645,-11.7760796439432,1.92412791488738e-28,4.32703136851113e-27,53.6963925058797
"CRYAB",-2.83059123955167,8.04576136406505,-11.7736527313045,1.96803272486921e-28,4.42105242794367e-27,53.6740452730314
"BEX4",-2.83437393612883,7.51652412251931,-11.7718023813174,2.00217546471358e-28,4.49296694177323e-27,53.6570088334056
"CHRM2",-5.03474340207562,2.95708470973128,-11.7682766395675,2.06887223056766e-28,4.637703595281e-27,53.624551016701
"PRSS36",-1.9037849481184,6.32780111491373,-11.7652285875329,2.12831116122164e-28,4.76588064063792e-27,53.5964952279206
"MARCHF8",-1.96816813655177,10.0802545707138,-11.7593696492174,2.24737683364193e-28,5.02716510380095e-27,53.5425782080076
"CCR2",-3.23453261411452,5.52385516975732,-11.7546055502776,2.34906043552287e-28,5.24905517234316e-27,53.498747697318
"NPR1",-2.39533336284625,6.85849908142877,-11.7504523026088,2.44143288475349e-28,5.44969156306774e-27,53.4605453401019
"KLRB1",-2.74561151876199,6.01566538819613,-11.7487563439322,2.4801838280797e-28,5.52785201039187e-27,53.4449477941449
"PDE1C",-2.3944547654681,5.54454173141307,-11.7486135591768,2.48347410875192e-28,5.52785201039187e-27,53.4436346767183
"NLRP7",-2.83441634616595,2.35684788866656,-11.748577310945,2.48431009095074e-28,5.52785201039187e-27,53.4433013219494
"PRKAR2B",-2.91694256222805,7.418408160876,-11.7361442996958,2.78821128945153e-28,6.19752675866076e-27,53.3289963071289
"KRT20",-3.90567658174042,12.6796734039831,-11.7251996286103,3.08618062703107e-28,6.85262043648351e-27,53.2284315269522
"CLXN",-2.15060063821876,1.87409761932318,-11.7234561747954,3.136487308286e-28,6.95699929347896e-27,53.2124167814613
"CLDN7",-1.63737928007081,13.4195321097773,-11.7177024511868,3.3083691317061e-28,7.33053975464374e-27,53.1595747431633
"IGSF9",-2.35823085219013,9.40754649284005,-11.7159234794773,3.36338553691279e-28,7.44462271937443e-27,53.1432397049029
"RIOK3",-2.08044185506837,11.2168567870061,-11.7104774520413,3.53753121499145e-28,7.82187457536999e-27,53.0932414698232
"ANK3",-2.33642951273211,9.48772489703944,-11.7092433916233,3.57822254156877e-28,7.90356296249756e-27,53.0819137964115
"ACAT1",-1.87982352470594,10.8554120234209,-11.7089719820434,3.58723415389037e-28,7.91517962784137e-27,53.0794225679177
"TNFRSF12A",2.11670376199709,10.5995668827739,11.7008555935573,3.86741088987159e-28,8.52446868452993e-27,53.0049386453546
"JPH2",-3.35195392710378,6.65068828355267,-11.7000563034286,3.89615296887192e-28,8.57050659831156e-27,52.997605169832
"REP15",-3.92837805554069,4.47269899520259,-11.7000488068402,3.89642354592813e-28,8.57050659831156e-27,52.997536390093
"BLK",-3.60984771352536,4.00848994714685,-11.6987829430472,3.94238194845227e-28,8.66256300215128e-27,52.9859226966843
"SLC10A4",-2.67601031454315,2.53305244331296,-11.6968562301318,4.01337023296089e-28,8.80936854256784e-27,52.9682474051706
"VPREB3",-3.02852869289037,3.83145817368238,-11.6915220070356,4.21660887108504e-28,9.24585733125445e-27,52.9193209405436
"MMP11",3.16223075373551,10.9913601380978,11.6903398024689,4.26302000934038e-28,9.33791734963925e-27,52.9084792695488
"SETBP1",-2.86436546583474,7.01358742768002,-11.6901821812021,4.26924619846352e-28,9.34185470024787e-27,52.9070338158053
"KLC3",3.47898116728786,3.87307570878471,11.6886404620926,4.33062456741262e-28,9.46634141191729e-27,52.8928961855856
"TRIP13",1.83961025309783,9.64803840948501,11.683578638116,4.53838344934377e-28,9.9102133002544e-27,52.8464865305287
"PDLIM2",-1.79068486813348,8.93691547225065,-11.6761240562216,4.86253512765278e-28,1.06070647345096e-26,52.778159636162
"REEP2",-2.7712767910692,5.32981374235689,-11.6731544760425,4.99798734658009e-28,1.08912753190868e-26,52.7509481260486
"CES3",-3.16092219107447,10.0436528920664,-11.6724425856375,5.03101284245579e-28,1.09519282661261e-26,52.744425363504
"ZIK1",-2.29425966036732,4.61304863315452,-11.6719435449114,5.05429331730589e-28,1.09912642510567e-26,52.739852991732
"TMEM238L",-2.57705206967013,9.29653989458699,-11.6713223213179,5.08342347024609e-28,1.10432270526644e-26,52.7341612974236
"CPED1",-2.87608052981996,7.70534348120631,-11.665937762549,5.34301446568088e-28,1.15952208990815e-26,52.684834852398
"EVA1A",2.90867555043504,7.60852538323233,11.6648577933305,5.39664649940327e-28,1.16995746411524e-26,52.6749431230059
"IGKV6D-21",-4.40660080771266,3.17082782670571,-11.6558108729534,5.86747784863473e-28,1.27072461744457e-26,52.5921005327817
"CLDN11",-3.12689922253397,4.98042241850049,-11.6488865654653,6.25525497898031e-28,1.35331639514472e-26,52.5287195728009
