"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ATP8A2",-2.49122414951199,4.04366256631843,-11.2051406415109,3.61154135281534e-26,6.68261871020059e-25,48.5128753246463
"CAMK2A",-2.51404983093668,3.2576013909857,-11.204178581419,3.64307798265542e-26,6.73506458949461e-25,48.504269095071
"GAD1",3.78247680719424,5.49789019743708,11.202955693174,3.68356012532511e-26,6.80394196879228e-25,48.493330233237
"HIGD1AP1",-1.77840742150673,1.30503531677961,-11.2011153487529,3.74532683843822e-26,6.91197938145371e-25,48.4768695100461
"IGKV3-7",-4.05798850115813,4.13281731256912,-11.195968503873,3.92358898267793e-26,7.23463164340981e-25,48.4308428224128
"IGKV3D-15",-3.97591986484547,3.96244198364444,-11.1942642837473,3.98445440602625e-26,7.3404437764819e-25,48.4156052877187
"MS4A2",-3.31730748627981,4.65807494953065,-11.1889790692821,4.1792469462508e-26,7.69258595848293e-25,48.3683587115577
"GDNF",-2.79209975609652,4.71035576603439,-11.1886431228695,4.19194385576374e-26,7.70922961582218e-25,48.36535600892
"MMP3",4.0695121090494,8.98462316223127,11.1878083192525,4.2236610962816e-26,7.76079330705261e-25,48.3578947345301
"FBXO32",-2.48936912105476,10.0980683545315,-11.1834244848716,4.39417671560242e-26,8.06708125665077e-25,48.3187185569338
"LINC02397",-2.68640229764621,1.75867133072083,-11.182412556337,4.43449939391462e-26,8.13402871436827e-25,48.309676756709
"SLC44A4",-2.16882353912794,13.1355019797226,-11.1773161929167,4.64323605275099e-26,8.50950662873409e-25,48.2641471127673
"GIMAP8",-2.36723731753475,7.52444455708255,-11.1715316013064,4.89201850592637e-26,8.95765958020927e-25,48.2124841105946
"ACO2",-1.66241215514021,11.9893282514896,-11.1700890409038,4.95609693798798e-26,9.06712131916032e-25,48.199602903231
"PACSIN2",-1.65956118485973,11.6735268414618,-11.1673842828768,5.07849944333557e-26,9.28300409512309e-25,48.1754537149379
"PPP2R2B",-2.80566649882776,4.1248181003672,-11.1671867102468,5.08755738621946e-26,9.29150956752496e-25,48.173689843255
"HHIP",-3.30957938886207,6.20659459512908,-11.1669588917468,5.0980219249661e-26,9.30256699699264e-25,48.1716559684145
"LRRC75A",-1.85983876563994,9.50818356062135,-11.1645412462686,5.21040034244785e-26,9.49941096141702e-25,48.1500737078763
"RASGRP2",-2.29366631240505,6.54901267558815,-11.1597338950967,5.44122731630003e-26,9.91167953454516e-25,48.1071669524914
"GPR27",-3.13269385212961,3.36795979263802,-11.1591132989272,5.47175698947663e-26,9.95869214288352e-25,48.1016287936107
"CLECL1P",-2.59233030379977,2.90717136171538,-11.1546106073612,5.69842214904196e-26,1.03622859320596e-24,48.061452622722
"LILRP2",-2.22822195490842,1.71698310396332,-11.1533614820937,5.76294059307488e-26,1.04705830206995e-24,48.050308779992
"PLUT",3.00210295642013,3.2197327489309,11.1520781621828,5.82998155467993e-26,1.05832728842012e-24,48.0388606581729
"SPARCL1",-2.87020759581541,10.7697944141628,-11.1506663337347,5.90463179524722e-26,1.07095703429875e-24,48.0262670651953
"IGHA1",-4.60976114820774,13.7557791413439,-11.1505610093851,5.91023874545317e-26,1.07105305924905e-24,48.0253276042574
"H1-2",-2.62285748739167,8.76319353008395,-11.149235870721,5.98123647993672e-26,1.08298886101103e-24,48.0135082296641
"PAQR8",-2.18253686508385,11.3337136512152,-11.1484458679792,6.02396566360276e-26,1.08979015186995e-24,48.0064623216386
"MRGPRF",-2.81808222194457,7.80380553031165,-11.1447071376626,6.23033639512407e-26,1.12615866254282e-24,47.9731212624231
"SYNC",-2.99069894090489,5.45160969546338,-11.1437493842911,6.28432382475767e-26,1.13494457841985e-24,47.9645813417365
"CPAMD8",-2.36721065355179,5.24424370601586,-11.1434933197713,6.2988365046207e-26,1.13568186870713e-24,47.9622981871985
"UBE2QL1",-2.79660630743865,4.63873973622655,-11.1434873700116,6.29917410821722e-26,1.13568186870713e-24,47.9622451375812
"TMPRSS2",-1.90288444286403,12.6871820070968,-11.1422676180516,6.36876698596538e-26,1.14724825620797e-24,47.9513698697229
"CD48",-2.56452342970678,7.75323746555548,-11.1417281731755,6.39978824347439e-26,1.15185267242192e-24,47.9465604258917
"CLEC4F",-2.49791376706877,2.10866445292094,-11.1402257237394,6.48698198493198e-26,1.16655070750345e-24,47.9331660132789
"MAGOH2P",-1.99823173087819,2.30038643471353,-11.1372079348846,6.6657017571688e-26,1.19766876376251e-24,47.9062655621156
"MAPK3",-1.61193618360123,12.1311695465183,-11.1342900568029,6.84315696971216e-26,1.22850683505624e-24,47.8802598887935
"TNFSF10",-2.04382376307107,11.0855837292472,-11.1287495221418,7.1931383077904e-26,1.29023860088887e-24,47.8308910207533
"IGHV3-38",-3.32792899292493,2.78468567081092,-11.1273990348375,7.28110790764904e-26,1.30490815806244e-24,47.818859766296
"B3GNT8",-2.21796320809063,9.43127761419229,-11.1255949356728,7.4002962191573e-26,1.32514302586506e-24,47.8027887377553
"CCDC78",2.70192219803516,6.12720473953647,11.1210618632212,7.70840338818966e-26,1.37914385980045e-24,47.7624147837066
"PALM",-2.71250671268671,7.39686133174628,-11.1130170734427,8.28691970793554e-26,1.48139223999316e-24,47.690788067061
"FAM161B",-2.00563756143711,6.75007186963151,-11.1127709369273,8.3052843189688e-26,1.48341801375383e-24,47.688597086281
"ANO10",-1.68653302833722,10.5024839164191,-11.1082126162255,8.65279412619488e-26,1.544179689492e-24,47.64802655755
"FCRL2",-3.48565462586395,3.98455671717049,-11.1063344266321,8.80015082539431e-26,1.56914946332094e-24,47.6313129889865
"IGLV2-8",-4.6023290350419,7.24409042185859,-11.1027316788135,9.08982814103673e-26,1.61943272641072e-24,47.5992577634307
"EPHX2",-2.15892708770954,10.3879981406072,-11.1018297848384,9.16381581728581e-26,1.63123654725592e-24,47.5912342018065
"SLC9A2",-3.25127596922465,9.03034337950836,-11.1006945334151,9.25779878150849e-26,1.64657679171282e-24,47.5811351717439
"CAV1",-2.32186369856789,10.1702751087863,-11.0985244122365,9.44012899604136e-26,1.67759124719879e-24,47.5618318305577
"IGHV3-71",-3.39283623957814,2.86308253463338,-11.0943323356995,9.80250865814354e-26,1.74052287571448e-24,47.5245495565212
"KANK2",-2.02533791035681,10.7617389195788,-11.0840299539454,1.07529116250239e-25,1.90766962000214e-24,47.4329614494123
"KIR2DL4",-3.13854081600971,3.0522406232196,-11.0810517935512,1.10443343710921e-25,1.95772427919173e-24,47.4064952252244
"LINC01133",-2.40429042206618,8.51090293587378,-11.0805340516208,1.10957922308603e-25,1.96519430157654e-24,47.4018946118563
"FXYD3",-2.17882471134384,13.8224988566429,-11.0795522106697,1.11940318416675e-25,1.9809304334575e-24,47.3931704094677
"FILIP1",-2.7906726276353,6.01930372007598,-11.0793121891992,1.12181787816748e-25,1.98353950729798e-24,47.3910377566025
"KLF9",-2.56438430392335,9.38315651564186,-11.0785326951673,1.12969561061639e-25,1.99573273767834e-24,47.3841119435811
"UCHL1",-3.09648351843404,6.54130826229264,-11.0784429463483,1.1306061541318e-25,1.99573273767834e-24,47.383314543299
"ZFYVE28",-1.9294135908408,8.57697834478572,-11.0744141873093,1.1722400108e-25,2.06749421302803e-24,47.3475238593889
"PRADC1",-1.45820777963837,9.34800543662854,-11.0735205759616,1.18167928270071e-25,2.08240123552956e-24,47.3395862656045
"PPARGC1B",-1.95104437667805,9.20844450693285,-11.0716273723904,1.20192763590725e-25,2.11631565541132e-24,47.322770975252
"FLT3",-2.79619841706468,3.58610856363599,-11.0666405617691,1.25692879341684e-25,2.21131409243827e-24,47.2784868489199
"TMEM132D",-2.68998406649986,2.13577536918133,-11.066124351837,1.26276320782432e-25,2.21972725882051e-24,47.2739034668566
"CYBRD1",-2.75720122633487,10.0978522531981,-11.064073195386,1.28621341875995e-25,2.25906626605514e-24,47.2556927131867
"BTBD3",-1.7257951254204,10.3067344224065,-11.0610439265895,1.32164002203237e-25,2.31935728991271e-24,47.22880174581
"CNR2",-2.89410884092242,2.82699435095,-11.0604207214386,1.32904768445511e-25,2.33041827563559e-24,47.2232700775846
"MYORG",-1.87088873484761,11.341059139786,-11.0547603334036,1.39824745239722e-25,2.44972024591918e-24,47.1730362377742
"EVA1A-AS",3.57498211083327,3.40201528900913,11.0540727630151,1.40689346797245e-25,2.46196011021959e-24,47.1669353699607
"ARL4D",-2.46237823012578,6.14376955497331,-11.0540192996545,1.4075679780624e-25,2.46196011021959e-24,47.1664609948859
"IGKV1D-42",-3.37794952485204,2.66631696055347,-11.047350076589,1.49427995226741e-25,2.61146158352351e-24,47.1072965769801
"SEC1P",-2.20966070112011,2.70705487720121,-11.0457506584363,1.51585253768334e-25,2.64696965479242e-24,47.0931109476859
"LINC02984",-2.95147497470181,4.04256292630538,-11.0416790245812,1.57217709431197e-25,2.74305240921562e-24,47.0570042712467
"IGHV3-74",-4.57831245385706,7.75628106039263,-11.0341830596197,1.68136679371742e-25,2.93113645840291e-24,46.9905522857592
"GIMAP6",-2.26759385450508,8.19655571047677,-11.0338153912726,1.68691218901811e-25,2.93837536871577e-24,46.9872935997972
"KRT17",3.99811645861567,7.92059850895431,11.0296626159822,1.75082332640124e-25,3.04718376626301e-24,46.9504916743736
"PDE3A",-3.18643871584252,8.90489991193938,-11.0274903855316,1.78520680407638e-25,3.10446433018855e-24,46.9312447120756
"ZNF492",-2.75644930938894,1.70923346878115,-11.0266669014162,1.79841617434087e-25,3.12485920770562e-24,46.923948867017
"IL1R2",-3.04015213075479,7.87087937228466,-11.0220406446918,1.87445153960025e-25,3.25429471410104e-24,46.8829676616775
"PLA2G10",-2.3743560266438,6.36751191314586,-11.021657915717,1.88088320616475e-25,3.26277552227297e-24,46.8795777668337
"EMP1",-2.38002090187224,11.739299403365,-11.0198462096478,1.91162740932876e-25,3.31338279148569e-24,46.8635321551684
"PACSIN1",-2.52796600567092,3.77601600207895,-11.0166951288526,1.96629499160483e-25,3.40533879744764e-24,46.8356280259629
"TGFBI",2.37316935324465,14.3805020996946,11.0162903420321,1.97342926861706e-25,3.414890647433e-24,46.8320438231316
"DNAJB5",-2.42959001699059,7.09288782083184,-11.0161880323549,1.97523652331047e-25,3.41521632973042e-24,46.8311379302736
"IGHV1OR15-2",-3.70069209971697,3.25103045227431,-11.0124161210411,2.04302649238544e-25,3.52953323754123e-24,46.7977434239632
"AQP7",-2.83798534092404,6.19649181836536,-11.0005833901603,2.27105647215352e-25,3.92026720324112e-24,46.6930279645729
"ACKR1",-3.66434291323997,6.88658086299388,-10.9978186168092,2.32788242424862e-25,4.01507374138187e-24,46.6685706080205
"CSMD1",-2.59962652256477,1.79159889647445,-10.9941740069855,2.40495689646745e-25,4.14462097827487e-24,46.6363359005003
"CYB561A3",-1.49544034487161,10.2938475796431,-10.994014557065,2.40838617197445e-25,4.14714268666359e-24,46.6349257966154
"MEIS3P1",-3.00659026439689,5.01729872747807,-10.9938582111501,2.41175340899024e-25,4.14955354072106e-24,46.6335431553021
"CCL15-CCL14",-2.93460941300792,4.12309904784743,-10.9867998116064,2.56874547970377e-25,4.41606496730817e-24,46.5711348862875
"ADRA1B",-2.49184368097412,2.88792528064264,-10.9850253429539,2.60978517304502e-25,4.48296485669477e-24,46.5554494161657
"GAS1RR",-2.61432528666396,1.81513165836751,-10.9798246530002,2.73385789060861e-25,4.69227000362067e-24,46.509486682501
"TCF7L1",-1.97534706924276,7.43338520117279,-10.9792127015902,2.74883738829066e-25,4.71117914273297e-24,46.5040792448078
"ITPRID1",-3.12592084141038,2.59222207784583,-10.9791921541076,2.74934176766108e-25,4.71117914273297e-24,46.5038976825587
"CHRNA3",-3.23982190626842,5.36299014782863,-10.9736088628252,2.88985963155912e-25,4.94794635293085e-24,46.4545701498912
"LTBP4",-2.0324151332518,11.8862426081468,-10.9728813544551,2.90868721397774e-25,4.97614339753824e-24,46.4481438544635
"PAFAH2",-1.73302229611654,9.98398728397827,-10.9698885922365,2.98742937865424e-25,5.10671274824413e-24,46.4217106488694
"ZDHHC15",-2.71885850704348,3.44191146903073,-10.9647388808668,3.12791301585412e-25,5.34252608554063e-24,46.376236790028
"SIGLEC17P",-2.68664079547104,3.17055868785495,-10.9592316519525,3.28542073375847e-25,5.60701172798553e-24,46.3276203940988
"CRYBA2",-3.18396977540053,2.96432915908158,-10.9540247742847,3.4415793334501e-25,5.864703315414e-24,46.2816691900573
"TXNIP",-2.2552326309174,13.6364833077473,-10.9540118720177,3.4419753031585e-25,5.864703315414e-24,46.2815553429197
"LRRC4B",-1.99670438331322,4.95785269393136,-10.9538201503063,3.44786456772214e-25,5.86999638349724e-24,46.2798636368812
"ZNF582-DT",-2.32547449190324,3.19230975395009,-10.9520675783846,3.50216601264329e-25,5.95763627989497e-24,46.2644002075209
"MIXL1",-2.64645529416784,2.90773172630938,-10.950342817532,3.55643545387159e-25,6.04508053698366e-24,46.2491836445714
"PAK3",-2.82179914343403,3.31518569411278,-10.9490625661206,3.59725813669211e-25,6.10954614616614e-24,46.2378896807533
"TOM1L2",-1.77042520081396,10.6328915208021,-10.9487953763934,3.60583643094928e-25,6.1191885498346e-24,46.2355327215846
"LPCAT3",-1.80487241764347,9.43824031545418,-10.9443549334083,3.75141297439519e-25,6.36111778793345e-24,46.1963674351377
"MYL6",-1.36003549802123,14.672908985442,-10.9408728398161,3.86964439823124e-25,6.55632762540481e-24,46.1656617368303
"SLC6A9",-2.13235577784159,9.07104601819136,-10.9402656634992,3.89063643789501e-25,6.58660393426624e-24,46.1603081661409
"GPIHBP1",-2.95580556677533,3.4591438119208,-10.938058225767,3.96791281899603e-25,6.71204113904589e-24,46.1408463719184
"PDE5A",-2.48053302482803,9.21402251942685,-10.9368702412789,4.0101303278502e-25,6.77801996279424e-24,46.1303735482471
"TLR10",-3.04761884760586,4.15427953157366,-10.9328792080793,4.15525597100017e-25,7.01769170954985e-24,46.0951952199174
"POPDC2",-2.78006140150888,5.88152696607528,-10.9326309829604,4.16445264878039e-25,7.02759713386989e-24,46.0930075395793
"TMEM132A",1.91340660675774,10.1142515043136,10.9316337686872,4.2016035082806e-25,7.08462225449009e-24,46.0842191070606
"GSTM2",-2.16429091176662,6.86747033521405,-10.9285300458693,4.31935249334918e-25,7.27734995964118e-24,46.0568692032312
"IGHV1-14",-2.84730994415489,1.99478447602571,-10.9248234750614,4.46427611762138e-25,7.51551799083043e-24,46.0242132775632
"DNAJC28",-2.20573866493847,4.34933158579741,-10.922341834415,4.56399660228323e-25,7.67726828776414e-24,46.0023531360636
"UGT2B15",-3.96763202122457,6.00644879879005,-10.9216237459413,4.59326252737928e-25,7.72034101613852e-24,45.9960282470085
"PLIN4",-4.45068621084921,5.94546149165551,-10.9166969572991,4.79914730516703e-25,8.05996920821603e-24,45.9526402258979
"IGF1",-3.16003118210989,3.94465260527877,-10.9123608063586,4.98792268271089e-25,8.37034535155954e-24,45.9144636536762
"RAB6B",-2.26956193704721,6.87707341438891,-10.9073776867526,5.21399248809164e-25,8.74276292081121e-24,45.870602536258
"LILRA4",-2.64020194030644,2.60275170273132,-10.8989469691943,5.61988898017297e-25,9.41588071070441e-24,45.7964239715821
"MS4A4E",-2.30618783924729,2.00769639421709,-10.8942853940499,5.85764536944415e-25,9.80644217643294e-24,45.7554237843811
"TCEAL7",-2.68642688148339,5.10125360883487,-10.8930720641445,5.92115186984968e-25,9.90489909140438e-24,45.7447538963476
"IGHV1-12",-3.34571847122446,2.65681372688198,-10.8886458138679,6.15868036512551e-25,1.02940731871599e-23,45.7058361586247
"SPEG",-3.34232825106108,6.80760418133441,-10.88793088251,6.19792453274763e-25,1.03514663573855e-23,45.6995510508774
"MAF",-2.30016965023181,9.06350889728093,-10.8876478797837,6.21352774719694e-25,1.03693160046972e-23,45.6970631863871
"CHRM4",-2.71258266895979,2.7082881538017,-10.8791761187544,6.69912955960999e-25,1.11708647375821e-23,45.6226067890187
"HDAC9",-2.81009549798614,6.78148450897966,-10.8788164529397,6.72055998851736e-25,1.1197748214675e-23,45.6194465590302
"FER1L6",-4.50178077094252,5.87392656414579,-10.8777400141256,6.78510673977741e-25,1.1296372657369e-23,45.6099887361472
"HS6ST3",-2.73509270012567,1.76988674991319,-10.8710843585132,7.19810738299298e-25,1.19745171243576e-23,45.5515235523074
"MPPE1",-1.60411178934101,8.65222828398116,-10.8700548847891,7.26418219150767e-25,1.20749140384289e-23,45.542482334799
"FOSL1",2.83104278972254,8.3458370618564,10.8680559479368,7.39420634052386e-25,1.22813691769299e-23,45.5249284462297
"HSD17B11",-1.8834528558558,11.7591310606026,-10.8658460175582,7.54064812756976e-25,1.2514746782294e-23,45.5055240168957
"BDKRB2",-1.88719788180672,9.19139017113973,-10.8637580876284,7.68165207943624e-25,1.27387396983984e-23,45.4871930613601
"PHGR1",-2.754610632915,12.041524757756,-10.8617718755987,7.81821750091275e-25,1.29550259202085e-23,45.4697571586255
"P2RY8",-2.32748480154313,6.84142642550553,-10.8580425130004,8.08118688354762e-25,1.33802634318331e-23,45.437024388108
"HIF3A",-3.01036001319159,5.51759006239467,-10.8566659327143,8.18045923454224e-25,1.3534008399485e-23,45.4249438428926
"THRB",-3.51741330501401,7.22319282058384,-10.8564663225214,8.19495441029239e-25,1.35473642892404e-23,45.4231921894031
"BCL2",-2.46690719131621,8.05601293765045,-10.853605728656,8.40550901505523e-25,1.3881725538898e-23,45.3980916064625
"PCSK7",-1.71146552707918,10.6795202351523,-10.8535404631273,8.41037510131392e-25,1.3881725538898e-23,45.3975189749548
"HEPACAM2",-4.71301980807022,7.55291072805015,-10.8496632261362,8.70453452072774e-25,1.4356016511355e-23,45.3635044117862
"STXBP5L",-2.84122582317716,2.19162792709895,-10.8488597091457,8.76676316497685e-25,1.44473517345329e-23,45.356456189013
"KIT",-2.8469454130583,7.57684913019168,-10.8466531636556,8.93993293987906e-25,1.47212291517415e-23,45.3371026614681
"ATL1",-1.92600648471357,7.37153550521787,-10.8461542197142,8.97955887334177e-25,1.47749465580555e-23,45.3327267808806
"CRADD",-1.4685027145551,8.05168075227898,-10.8425444406211,9.27149275013607e-25,1.52430253418904e-23,45.3010717036124
"SCRG1",-3.41119115322015,2.69482017255718,-10.8424593250643,9.27848892528079e-25,1.52430253418904e-23,45.3003253822719
"PTPRT",-2.8442198731566,2.72636757091046,-10.8410742450563,9.39307731323129e-25,1.54192663692841e-23,45.2881810530314
"LRRC1",-1.66990594575852,10.4285406872396,-10.8407738168948,9.41811687813042e-25,1.54483481669738e-23,45.2855470371219
"PAPPA2",-3.3357453941249,3.154583475182,-10.8389128106097,9.5747095484044e-25,1.56930010267321e-23,45.2692315981328
"SMIM43",-2.21782556766024,1.96476152357354,-10.8323171455949,1.01508189919407e-24,1.66243304204966e-23,45.2114213963109
"SYNE3",-2.28879774209961,7.45733357197923,-10.828596776516,1.04908413421398e-24,1.71678671273155e-23,45.1788224396912
"TNS1",-2.98184980402121,10.9502969940929,-10.8277908264529,1.05659794446469e-24,1.72774240624326e-23,45.1717613860625
"FAM222A-AS1",2.61206721913355,4.50811787831121,10.82123343213,1.11975327197047e-24,1.82959531517778e-23,45.1143231579342
"NCF1B",-2.638119321267,4.01922552825826,-10.8211143800054,1.12093388841327e-24,1.83010676797133e-23,45.1132805434647
"FENDRR",-2.61859706980361,8.22361687418893,-10.8208324440164,1.12373472738534e-24,1.83326066043824e-23,45.1108114807624
"PDGFD",-2.44781847816724,7.21769641165328,-10.811668359039,1.21866002160969e-24,1.98658535516498e-23,45.0305784910928
"FAM166C",2.65403916330714,6.8350020491756,10.8008674916905,1.34081373236443e-24,2.18402508652473e-23,44.9360694536045
"CHST5",-4.12708365938138,5.94998380480332,-10.8002778895681,1.34782147909036e-24,2.19374585493303e-23,44.9309120465828
"CARMN",-2.91406421487903,5.12749264109109,-10.7989419809588,1.36383442483721e-24,2.21809740613078e-23,44.9192271455512
"EPAS1",-1.85133956997455,12.1366596540995,-10.7956188656953,1.40449181546343e-24,2.28246150657825e-23,44.8901644820541
"ARMCX1",-2.46443594543191,6.71181330314768,-10.7925424965616,1.44320286832005e-24,2.34356592027275e-23,44.8632647247865
"CDK15",-2.56934103070741,2.44979613277676,-10.7838230577688,1.55877881941571e-24,2.52929849359654e-23,44.7870479290033
